Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Dao Lema,Male,33,Beijing,6,2,1,0,562,21336.58,0,0
Li Zhi,Male,40,Tianjin,5,2,1,0,620,9507.13,133082,0
Si Shiba,Male,30,Tianjin,8,1,1,0,573,36893.04,156710,0
Wu Shangui,Female,40,Shanghai,6,1,0,1,487,36980.57,167395,0
Zhen dema,Male,32,Tianjin,8,1,0,1,775,24072.34,149653,0
Kan Jian,Male,36,Tianjin,8,2,1,0,741,32278.43,143902,0
Qi Lai,Female,46,Shanghai,6,2,1,1,801,32506.45,0,0
Jia Baoyu,Female,38,Beijing,4,2,0,1,639,22748.52,100308,0
Na De,Male,35,Beijing,9,1,1,1,850,720.78,125522,0
Wu Baige,Male,41,Tianjin,9,2,1,1,564,6565.62,127333,0
Guo Hechai,Male,37,Shanghai,7,1,1,0,761,38105.73,163258,0
Dou Bai,Male,25,Beijing,4,1,1,0,619,27824.92,0,0
Huang Jiangang,Male,56,Shanghai,1,3,1,0,695,35895.69,0,1
We Maoqian,Female,33,Tianjin,4,1,1,0,488,23635.52,172203,0
Qi Lai,Female,63,Beijing,2,1,0,1,612,28211.4,155562,0
Si Shi,Female,23,Shanghai,5,1,1,1,650,34535.83,0,0
Yu Laoren,Female,37,Beijing,8,2,1,0,644,4009.34,0,0
Kong Pi,Female,32,Beijing,2,1,1,0,548,35962.47,212112,1
Er Shiduo,Female,48,Tianjin,6,1,1,0,850,21368.22,137714,0
Zhuan Ji,Female,31,Tianjin,1,2,1,1,420,1893.81,133305,0
Kong Pi,Male,52,Beijing,1,1,1,0,605,20819.77,77920,0
Huang Jiangang,Female,29,Tianjin,7,1,1,0,778,34650.3,151572,0
Zhao Lao,Female,39,Shanghai,5,1,1,0,805,2697.86,203285,1
Wei Sansi,Male,35,Beijing,7,1,0,1,525,18114.44,203391,0
Bao Qiao,Female,34,Shanghai,9,2,1,1,695,12906.71,0,0
Chen De,Male,49,Beijing,10,2,1,0,680,35756.87,0,0
Lin Daiyu,Female,25,Tianjin,7,2,0,1,595,33848.14,131082,0
Huang Zuihao,Female,46,Beijing,5,1,1,0,611,14852.22,0,1
Tian Tian,Male,32,Beijing,10,1,1,0,558,36332.62,129150,0
Ba Qiu,Male,40,Beijing,10,2,0,0,601,14909.69,121311,0
Wei Sansi,Female,35,Beijing,9,1,0,1,772,4865.83,0,0
We Po,Male,39,Beijing,5,2,0,1,579,7627.5,0,0
Guan Yu,Male,37,Beijing,3,1,1,1,756,11276.09,163127,0
Ren Gui,Male,26,Beijing,4,2,1,0,837,33552.01,110577,0
We Maoqian,Male,37,Beijing,8,2,1,1,833,26028.58,186008,0
Yi zhi,Female,33,Tianjin,9,1,1,1,795,23107.8,128600,1
Huang Jiangang,Female,32,Shanghai,6,2,1,1,640,3658.07,146222,0
Zhong Guoren,Female,35,Beijing,7,1,1,1,490,752.84,132531,0
Zhao De,Male,43,Tianjin,6,3,1,0,755,3236.98,203010,1
Zhang De,Male,30,Beijing,2,1,1,1,570,9168.72,161630,0
Wu Zhihui,Male,52,Tianjin,5,3,0,0,521,10285.48,143292,1
Ping Shide,Male,40,Beijing,9,1,1,0,629,20.39,0,0
Shuai Jile,Female,35,Beijing,1,2,1,1,687,9162.75,136225,0
Tan Anwen,Male,32,Shanghai,8,1,1,1,493,15215.56,56778,0
Zhen Dema,Female,35,Shanghai,8,1,1,1,719,31579.8,0,0
Ren Gui,Male,38,Shanghai,8,2,1,0,592,34498.31,0,0
Zhang San,Male,47,Beijing,6,1,1,0,587,11082.67,87363,0
De Daogao,Male,54,Beijing,8,1,1,1,592,5494.78,0,1
Zhao Hu,Male,28,Shanghai,4,2,1,1,628,33795.56,0,0
Wang Qiang,Female,45,Tianjin,5,1,1,0,624,13153.75,186782,0
Zhao Wei,Female,39,Tianjin,9,1,1,1,541,38204.22,123144,1
Zhen Shi,Male,37,Beijing,9,1,1,1,613,21826.66,133192,0
Zheng Nengliang,Female,26,Beijing,9,1,1,1,727,28066.04,149455,0
Qi Fei,Male,41,Shanghai,2,2,0,0,684,22998.98,147333,0
Lin Daiyu,Male,40,Beijing,1,2,1,1,611,19607.56,0,0
Zhao Wei,Male,48,Shanghai,8,2,1,0,473,13602.25,0,0
Da Chishi,Female,45,Beijing,1,2,1,1,720,6813.22,126545,1
Ping Shide,Male,33,Tianjin,4,1,0,1,724,35744.26,108298,1
Er Shiduo,Male,37,Beijing,1,1,1,0,553,5824.38,0,0
Huang Jiangang,Male,39,Shanghai,7,2,0,1,741,33313.12,176674,0
Wo lIaobu,Female,29,Tianjin,6,2,1,1,600,18365.41,91549,0
Qu Bo,Female,35,Beijing,8,1,1,0,536,32856.64,0,1
Zhen Haowao,Male,39,Beijing,5,1,1,0,704,1226.94,0,0
Shen De,Male,32,Shanghai,4,2,0,1,596,28012.3,0,0
Si Shiba,Male,34,Shanghai,9,1,1,0,522,33317.11,155517,1
Kong Pi,Male,29,Beijing,9,1,1,1,802,25709.2,156720,0
Zhen Shi,Male,28,Shanghai,4,2,0,0,578,1328.31,0,0
Da Chishi,Male,34,Beijing,1,2,1,0,660,1853.26,0,0
Zhao Hu,Female,40,Tianjin,3,2,0,0,748,7295.06,127304,0
Kan Jian,Female,34,Tianjin,5,1,1,0,793,27410.52,157142,0
Zhuan Ji,Male,29,Beijing,3,2,1,1,503,27524.85,0,0
Mao Laoren,Male,35,Shanghai,4,2,0,1,629,30290.65,214744,0
Wei Sansi,Female,32,Shanghai,4,2,1,1,722,21733.55,0,0
Dao Lema,Female,35,Beijing,4,2,0,0,641,24089.13,0,0
Xue Qiao,Female,50,Tianjin,5,1,1,0,570,33997.21,159031,1
Qi Lai,Female,35,Tianjin,6,1,1,0,825,5036.77,145554,1
Guan Yu,Female,31,Beijing,6,1,1,0,669,7737.63,138991,0
Ren Shi,Male,33,Beijing,2,1,1,0,644,18436.05,0,0
Qiu Deba,Male,57,Tianjin,2,2,1,1,754,13566.8,124396,0
Si Shiba,Male,44,Shanghai,8,2,1,0,645,28634.17,139920,1
Qiu Liwei,Male,22,Beijing,4,2,1,0,639,5389.85,0,0
Si Shiba,Male,42,Beijing,10,2,1,1,811,726.15,0,0
Wei Sansi,Female,29,Tianjin,8,2,0,1,634,13355.55,159945,0
Na De,Male,24,Tianjin,5,1,1,1,465,24425.24,144101,0
Qu Bo,Female,35,Shanghai,7,1,1,0,627,35892.59,0,0
Qi Lai,Female,40,Beijing,0,1,1,1,691,11591.32,142023,0
Li Zhi,Female,32,Beijing,6,1,1,0,688,32988.76,151484,0
Shei Shiwo,Male,38,Beijing,3,1,1,0,639,8195.56,0,0
Si Shi,Female,45,Beijing,0,1,1,0,475,5319.88,165145,1
Hu Ying,Male,45,Beijing,7,1,0,0,625,23825.56,169193,0
Kong Pi,Female,32,Beijing,9,1,1,1,678,28338.55,0,0
Zhao De,Male,28,Beijing,10,2,1,0,584,3792.41,0,0
Tian Tian,Female,71,Beijing,8,2,1,1,606,32455.44,0,0
Da Chishi,Male,23,Beijing,2,2,0,1,712,12771.65,0,0
Er Shazi,Male,38,Beijing,1,1,1,1,728,26588.72,142600,0
Te Ke,Male,42,Beijing,1,1,0,0,587,23519.48,0,0
Zhen Shi,Female,69,Shanghai,1,1,0,1,476,25671.19,129524,0
Wo Bai,Female,43,Shanghai,1,1,0,0,774,20803.87,136095,0
Zhao Lao,Male,54,Tianjin,9,2,0,1,751,22214.13,192332,0
Qiu Ba,Male,22,Beijing,6,1,1,1,550,9889.39,189884,0
Zhao Wei,Male,32,Tianjin,5,2,1,1,706,19920.03,108669,0
Zhang Jia,Female,57,Beijing,6,2,0,1,506,37174.21,0,1
Sheng Shiwu,Female,30,Beijing,8,2,1,0,770,19226.96,0,0
Huang Jiangang,Male,56,Shanghai,2,1,0,1,667,3613.34,207726,0
Jiu Zheyang,Female,31,Shanghai,6,2,1,0,581,36018.58,0,0
Wu Shangui,Female,35,Beijing,0,1,1,1,730,10271.18,191229,0
Mao Laoren,Female,35,Beijing,4,1,1,0,569,35324.7,115540,0
Zhao Hu,Female,29,Shanghai,3,1,1,0,710,35950.75,147194,0
Cuo De,Male,43,Beijing,0,2,1,0,653,5327.45,0,0
Wo lIaobu,Male,41,Tianjin,5,2,0,1,661,23068.14,150740,0
Jia Shi,Female,38,Beijing,2,2,1,1,711,2748.53,158697,1
Er Shiduo,Male,36,Beijing,5,2,1,0,732,30865.82,0,0
Zhi Fen,Male,40,Shanghai,4,1,0,0,567,17585.78,145913,0
Ke Lian,Male,40,Beijing,8,1,1,1,676,13001.61,140227,0
Sheng Shiwu,Female,38,Beijing,7,1,1,1,688,30146.08,151959,0
Kan Jian,Female,37,Beijing,7,2,1,0,700,3258.28,0,0
Mao Laoren,Male,64,Tianjin,1,1,0,1,540,18244.93,113000,0
Ni Bai,Female,35,Beijing,6,2,1,1,593,14933.32,164192,0
Zhong Guoren,Female,41,Beijing,3,1,1,1,614,34269.12,151874,0
Da Chishi,Female,44,Tianjin,0,2,0,0,749,28887.91,87942,0
Er Shazi,Male,29,Shanghai,9,2,1,0,620,2511.25,0,0
Guo Hechai,Male,36,Beijing,6,1,0,0,594,25895.16,189273,0
Te Ke,Female,41,Beijing,2,1,1,0,790,37901.41,155742,0
Qiu Liwei,Female,30,Shanghai,1,1,0,1,794,29974.84,190614,0
Zhen Dema,Male,46,Beijing,9,2,0,0,656,36921.49,176219,0
Qiu Deba,Female,28,Beijing,4,1,1,0,792,7302.25,160076,0
Si Shi,Male,31,Tianjin,4,2,1,0,625,14404.52,95624,0
Te kepa,Female,47,Tianjin,1,1,0,0,725,16562.63,129012,1
Jia Shuji,Female,40,Tianjin,4,2,1,1,644,22141.51,95042,1
Kong Pi,Male,45,Shanghai,0,1,0,0,771,32693.11,171985,1
Chen De,Female,57,Tianjin,4,1,1,0,351,32432.44,200670,1
Si Shi,Female,35,Shanghai,8,1,0,0,679,23175.92,146595,0
Sheng Shiwu,Male,37,Tianjin,1,1,0,0,486,9821.13,124769,0
We Maoqian,Male,41,Beijing,1,1,1,1,737,23622.8,125412,0
Jiu Zheyang,Female,63,Shanghai,3,2,1,1,608,33593.91,171622,1
Da Chishi,Female,33,Beijing,3,1,1,0,574,12077.24,165249,0
Xiao Jian,Female,45,Shanghai,1,1,1,0,617,27399.24,0,0
Qu Bo,Male,43,Beijing,7,2,1,0,728,7652.71,0,0
Zhang Ming,Female,34,Beijing,8,2,0,1,543,27839.73,0,0
Zhao De,Female,31,Shanghai,4,2,0,1,671,15156.79,0,0
Shuai Jile,Female,37,Beijing,4,2,1,0,842,16648.4,162909,1
Qi Fei,Male,44,Tianjin,8,2,0,0,814,20461.48,117451,0
Bao Qiao,Male,31,Beijing,6,1,1,0,604,36716.86,165850,0
La Ma,Male,30,Tianjin,6,2,1,0,637,12546.46,150849,0
Xiao Jian,Male,72,Tianjin,5,1,1,1,529,15046.97,115886,0
Huang Jiangang,Female,33,Tianjin,3,2,0,0,647,17260.06,207329,0
Wu Shangui,Male,37,Beijing,2,2,1,1,670,10368.97,0,0
Qu Bo,Male,41,Shanghai,8,1,1,0,587,297.86,104684,0
Zhong Guoren,Female,55,Tianjin,1,1,1,0,637,15570.17,151755,1
Kong Pi,Female,39,Beijing,3,1,0,1,625,23196.18,160868,0
Lang Ping,Male,42,Beijing,7,1,1,0,373,14873.11,0,1
Tian Ci,Male,36,Beijing,2,1,1,0,654,2461.45,138083,0
Zhang De,Male,42,Shanghai,1,2,0,1,554,35084.68,0,0
Wu Shangui,Female,28,Shanghai,2,2,1,1,736,22453.36,0,0
Ye Xu,Male,33,Tianjin,1,2,1,0,608,13519.23,126410,0
Wo lIaobu,Female,26,Tianjin,1,1,1,0,703,12183.07,119717,0
Wang Qiang,Female,41,Shanghai,4,1,1,1,674,31872.83,155724,0
Jiu Zheyang,Female,40,Tianjin,1,1,1,0,796,33943.43,122688,0
San Shaneshi,Female,44,Beijing,6,1,1,0,554,24098.26,113697,0
Lin Daiyu,Female,30,Beijing,7,2,1,1,692,3599.68,0,0
Li Zhi,Male,40,Beijing,2,1,1,0,524,34417.28,222036,0
Jia Shi,Female,29,Beijing,8,2,1,1,549,36244.44,0,0
Ren Gui,Female,43,Tianjin,1,1,1,0,693,16825.03,149971,1
Li Zhi,Female,38,Beijing,2,2,1,1,837,8870.97,0,0
Zhong Guoren,Female,37,Beijing,1,2,0,0,712,32387.53,131464,0
Xue Baochai,Male,29,Beijing,3,2,1,1,679,12177.25,0,0
De Daogao,Female,40,Beijing,7,1,1,0,685,13929.77,0,1
Dao Lema,Male,44,Beijing,9,1,1,0,634,10921.89,184452,0
Cuo De,Male,50,Shanghai,9,1,0,0,735,31869.47,0,1
Cha Buduo,Male,58,Tianjin,5,1,1,0,727,4948.56,131504,1
Tian Tian,Female,21,Beijing,1,2,1,1,519,37259.51,179985,0
Xiao Jian,Male,35,Shanghai,5,1,1,1,577,20993.17,135399,0
Ba Genru,Female,30,Tianjin,3,2,1,0,614,10473.54,161554,0
Zhong Guoren,Female,51,Shanghai,5,2,1,0,696,10520.54,0,0
Wu Baige,Male,37,Beijing,6,2,1,0,644,19926.95,144244,1
Zai Jian,Male,31,Beijing,1,2,1,1,680,601.95,0,0
We Po,Female,34,Beijing,5,2,1,1,559,12787.62,84870,0
Zhen Dema,Female,34,Beijing,2,2,1,1,488,34659.81,0,0
Li Si,Male,47,Beijing,10,2,1,0,654,32596.93,0,0
Huang Jiangang,Male,31,Shanghai,3,1,1,0,641,11458.5,188579,0
Si Shi,Male,34,Shanghai,2,1,0,0,599,37864.29,124853,0
Xue Baochai,Male,43,Beijing,6,2,1,1,772,11027.89,0,0
Lin Daiyu,Female,36,Beijing,7,1,0,1,709,8046.95,0,1
Mao Laoren,Male,29,Tianjin,9,2,1,0,518,30650.68,154933,1
Wang Qiang,Male,37,Shanghai,4,2,1,1,579,6165.7,0,0
We Maoqian,Male,59,Tianjin,3,1,0,1,699,31275.38,131388,0
Ba Qiu,Male,31,Shanghai,5,1,1,1,564,3906.7,149398,1
Jiu Zheyang,Male,40,Beijing,5,1,1,1,556,18188.22,154869,0
Li Si,Female,56,Beijing,9,1,1,0,659,19025.62,152256,1
Ping Shide,Male,23,Beijing,7,2,0,0,602,16076.02,139923,0
Zhao Wei,Male,25,Beijing,0,1,1,0,645,8158.57,214512,0
Wo Bai,Male,47,Shanghai,5,2,1,1,647,30088.12,129892,0
Qi Hui,Male,24,Tianjin,8,2,0,0,615,34319,133490,1
Qi Moamao,Male,51,Shanghai,4,1,1,1,649,28755.36,0,0
Zhuan Ji,Male,34,Beijing,8,2,0,0,828,7290.96,159203,0
Ba Qiu,Female,31,Beijing,5,1,0,0,628,28291.21,0,1
Jiu Zheyang,Male,32,Beijing,3,2,1,1,699,32652.09,0,0
Zhen Shi,Female,34,Beijing,3,2,1,1,633,7326.01,151332,0
Shen De,Female,49,Tianjin,2,1,1,1,521,34945.53,157377,0
De Daogao,Female,48,Tianjin,2,1,0,0,482,19625.33,85275,1
Zhao Wei,Female,40,Tianjin,1,1,1,1,807,8843.91,165546,0
Zhang Jie,Female,33,Beijing,9,2,1,1,683,7415.75,0,0
Qu Bo,Female,42,Beijing,4,3,1,0,571,10623.04,133855,1
Lang Ping,Female,26,Beijing,4,2,0,1,850,34295.43,77011,0
Zhang Jia,Male,41,Beijing,3,2,1,0,540,23154.61,0,0
Di Shioing,Female,31,Beijing,7,1,0,1,489,1170.33,171456,0
Te Ke,Female,46,Tianjin,8,2,0,1,765,31911.28,146976,1
Chen De,Female,72,Beijing,6,1,1,1,491,1344.73,112281,0
Qiu Deba,Female,47,Beijing,5,2,1,1,680,34386.86,0,0
Fei Xing,Female,31,Beijing,9,2,0,1,664,15147.61,140859,0
Cha Buduo,Male,35,Beijing,3,1,1,0,528,38111.04,192725,0
Qi Moamao,Female,41,Tianjin,5,1,1,0,619,7317.48,113735,0
Zhang De,Female,25,Tianjin,5,1,1,0,739,24700.05,139129,0
Zhuan Ji,Male,23,Beijing,5,1,0,1,680,6063.87,172209,0
Wei Sansi,Female,18,Tianjin,2,2,1,0,727,24124.68,115395,0
Si Shiba,Male,35,Tianjin,6,1,1,0,634,24849.89,143011,0
Qi Lai,Male,29,Beijing,1,2,0,0,850,29253.7,0,0
La Ma,Female,32,Shanghai,0,2,0,1,613,24220.95,0,0
Wo Bai,Male,33,Beijing,7,2,1,0,656,7100.6,170607,0
Qiu Liwei,Female,38,Beijing,5,1,1,1,694,16352.35,240989,0
Zhao Hu,Male,42,Shanghai,4,2,0,1,730,16440.24,0,0
Ba Genru,Female,42,Beijing,8,2,0,1,683,37884.3,0,0
Zheng Nengliang,Female,32,Tianjin,1,1,1,1,558,1326.06,133163,0
Huang Zuihao,Male,25,Beijing,9,2,0,1,705,21478.23,0,0
Xue Baochai,Female,43,Tianjin,10,1,0,1,705,1925.91,180254,1
Jia Baoyu,Male,34,Beijing,9,2,1,1,825,6105.74,0,0
Yi Baoduo,Male,42,Tianjin,6,2,1,0,586,7969.84,155847,0
Xue Qiao,Female,47,Beijing,8,1,1,1,546,12697.51,0,1
We Maoqian,Male,35,Shanghai,8,1,1,0,505,17417.36,143827,0
Jia Shi,Male,43,Tianjin,8,1,1,0,600,33915.61,164057,1
Qiu Deba,Male,25,Beijing,9,1,1,0,530,12261.76,199949,0
Qi Lai,Female,40,Shanghai,4,2,1,0,748,25309.45,0,0
Xue Qiao,Male,30,Beijing,6,2,1,1,547,3531.9,0,0
Qi Moamao,Male,36,Beijing,9,1,1,1,711,8964.45,169357,0
Cha Buduo,Male,33,Shanghai,5,2,0,1,721,22490.8,0,0
Jia Shi,Female,38,Beijing,5,1,0,0,684,24357.18,163823,0
Guan Yu,Female,29,Beijing,4,1,1,1,570,25117.31,188239,1
Ping Shide,Male,35,Shanghai,7,2,0,0,648,23498.85,0,0
Shei Shiwo,Female,55,Tianjin,8,4,0,0,625,25975.83,146090,1
Zhong Guoren,Male,44,Beijing,6,2,1,1,765,30573.6,0,0
Hao Ya,Female,28,Tianjin,2,1,0,0,636,36640.12,141776,0
Qi Lai,Female,39,Shanghai,9,2,1,1,701,21040.89,0,0
Zhang Jia,Female,29,Beijing,3,1,0,1,820,22176.93,101284,0
Zhao Wei,Female,44,Tianjin,2,1,0,0,666,13111.83,150447,1
Wei Sansi,Male,30,Shanghai,1,3,1,0,723,31481.39,0,1
Kan Jian,Female,28,Beijing,0,2,1,1,617,1452.73,0,1
Wu Zhihui,Female,38,Beijing,9,1,0,0,552,11061.2,164949,0
Shei Shiwo,Male,37,Beijing,7,1,1,1,633,23868.08,174102,0
Huang Zuihao,Female,46,Tianjin,9,2,1,0,650,33824.63,183275,0
Wu Zhihui,Female,35,Beijing,8,2,1,1,602,29224.38,0,0
Yi Baoduo,Male,45,Beijing,3,2,1,1,695,5887.87,0,0
We Po,Female,28,Tianjin,1,1,1,0,745,14010.69,136618,1
Te kepa,Male,38,Tianjin,10,1,1,1,619,35325.86,104122,0
Zhen Haowao,Male,34,Tianjin,3,1,1,0,485,13424.44,164400,0
Zhong Guoren,Male,29,Beijing,5,1,1,1,546,18130.77,0,0
Jia Shi,Male,38,Shanghai,7,1,0,0,835,33634.02,106794,0
Te kepa,Female,32,Beijing,2,1,1,0,709,26496.82,108012,0
La Ma,Male,29,Shanghai,8,2,1,0,567,29851.95,0,0
Guo Hechai,Female,29,Beijing,2,1,1,0,516,30091.49,129129,0
Si Shi,Female,64,Beijing,7,1,1,0,650,6171.14,174695,1
Li Si,Female,29,Beijing,4,2,1,1,755,5507.66,182845,0
Ni Bai,Male,35,Tianjin,3,1,1,1,647,7675.96,236662,0
Jia Baoyu,Male,32,Beijing,6,1,1,1,753,30906.7,218607,0
Zai Jian,Male,40,Beijing,8,1,1,0,642,10100.86,134340,0
Zai Jian,Male,34,Beijing,1,1,1,1,609,34642.04,0,0
Li Hong,Male,32,Shanghai,6,2,1,1,563,3770.56,0,0
Zai Jian,Female,50,Beijing,9,1,1,1,648,36241.52,126119,0
Wo Bai,Female,28,Beijing,5,2,0,0,733,2439.99,0,0
Mao Laoren,Male,22,Beijing,3,1,1,1,674,33258.23,0,0
Xue Baochai,Male,38,Tianjin,1,1,1,0,581,20216.61,163720,1
Te kepa,Female,47,Beijing,2,1,1,1,556,9634.98,172095,0
Shei Zhidao,Female,40,Beijing,6,1,0,1,704,34410.04,117407,0
Qiu Ba,Male,24,Beijing,7,1,1,0,809,35088.93,134757,0
Hu Ying,Male,36,Beijing,7,1,1,1,746,36986.36,175153,0
Zheng Nengliang,Male,48,Beijing,8,2,1,0,679,4463.65,0,0
Tan Anwen,Male,39,Beijing,7,2,1,0,687,5133.5,0,0
Ren Gui,Female,31,Shanghai,5,1,1,1,644,14134.4,105788,0
Qi Fei,Male,29,Beijing,3,1,1,0,528,10702.21,126429,0
Li Si,Female,38,Shanghai,1,1,1,1,537,19618.91,119235,0
Wang Qiang,Male,43,Tianjin,8,1,0,0,737,1952.16,118515,0
Kong Pi,Male,70,Beijing,1,1,0,1,627,27781.93,116133,0
Zhen Shi,Male,32,Beijing,10,1,1,1,664,21479.96,131868,0
Zhen Dema,Male,32,Shanghai,6,1,1,1,688,26531.38,152741,0
Qu Bo,Female,28,Shanghai,4,2,1,0,472,344.5,0,0
Zhen Haowao,Male,30,Tianjin,4,2,1,1,766,5521.85,157177,0
Dou Bai,Male,31,Beijing,7,2,1,0,608,11644.68,98354,0
Li Si,Male,39,Beijing,9,2,1,1,590,20024.95,0,0
Zhao Wei,Female,35,Shanghai,6,2,1,1,643,7944.48,0,0
Jia Shi,Male,40,Beijing,9,2,1,0,576,21503.86,0,1
De Daogao,Female,49,Beijing,7,1,1,0,534,2593.97,0,1
Wang Qiang,Male,33,Shanghai,8,2,0,0,794,17464.63,0,0
Zen Meban,Female,39,Tianjin,2,2,1,1,683,16447.31,58653,0
Xue Qiao,Male,60,Beijing,5,2,0,1,532,2655.78,94348,0
Hao Ya,Female,61,Tianjin,1,1,1,1,628,28665.84,119755,1
Dao Lema,Male,30,Tianjin,4,1,1,1,752,7052.74,100274,0
Ye Xu,Male,28,Tianjin,4,1,0,1,712,17950.96,179095,0
Li Zhi,Female,24,Beijing,7,1,0,0,764,22117.85,130668,0
Si Shiba,Male,30,Beijing,9,1,1,0,691,9482.6,0,0
Cha Buduo,Male,61,Beijing,3,1,0,1,633,9630.71,193358,0
Qi Lai,Male,34,Beijing,6,2,1,1,686,16986.06,179799,0
Shen De,Male,23,Tianjin,2,1,0,1,767,5361.04,171638,0
Yu Laoren,Male,65,Beijing,7,1,1,1,515,27255.89,113300,0
Yu Laoren,Female,42,Beijing,4,2,1,0,583,3334.54,0,0
Zhang Jia,Male,41,Beijing,9,1,1,1,716,21657.26,0,0
Ba Genru,Male,25,Beijing,7,2,1,1,670,27671.77,0,0
Mao Laoren,Female,47,Tianjin,1,1,1,0,525,16849.09,145248,1
Di Shioing,Female,43,Beijing,8,1,0,0,681,21923.48,189543,0
Si Shiba,Male,59,Beijing,1,1,1,0,608,13508.53,0,1
Zhao De,Female,27,Beijing,2,2,1,0,607,12140.69,0,0
Ye Xu,Male,32,Tianjin,9,2,1,1,850,28577.19,174448,0
Zhao Wei,Male,58,Shanghai,1,1,1,1,671,4162.18,219818,0
Lin Daiyu,Female,42,Beijing,10,1,0,0,612,28620.03,92862,0
Yi Baoduo,Male,37,Tianjin,1,2,0,1,611,30796.23,144555,0
Ren Shi,Male,45,Beijing,5,1,1,1,663,9308.24,102330,0
Jia Shi,Male,30,Beijing,9,2,1,1,611,28468,0,0
Wu Baige,Female,55,Beijing,2,1,1,0,627,19251.64,196113,1
Si Shiba,Female,48,Beijing,8,2,1,1,635,8269.65,160879,0
Zhao Hu,Female,42,Beijing,2,4,0,0,618,21242.33,0,1
Ren Shi,Female,37,Beijing,7,2,1,1,592,24230.65,0,0
Lin Daiyu,Female,28,Beijing,10,2,1,0,481,27765.95,0,0
Wo Shishei,Female,45,Beijing,8,2,1,1,759,18977.29,0,0
Wu Zhihui,Male,63,Beijing,8,2,0,1,656,10901.42,0,0
La Ma,Male,49,Beijing,8,1,1,1,837,9746.57,127062,0
Si Shi,Female,25,Beijing,3,1,1,1,485,21656.99,165395,0
Qiu Deba,Male,32,Tianjin,7,1,0,1,680,14789.65,215808,0
Dao Lema,Male,35,Beijing,2,3,1,1,707,18001.58,0,0
Kan Jian,Male,29,Tianjin,1,2,0,1,833,9366.38,118649,0
Cha Buduo,Male,38,Beijing,5,2,0,1,565,15416.88,0,0
Shei Shiwo,Female,36,Beijing,5,1,1,0,641,5947.73,81663,0
De Daogao,Male,43,Beijing,4,1,1,0,626,24941.12,169296,1
Zhang Jia,Male,37,Beijing,5,2,0,0,634,32271.85,141875,0
Tan Anwen,Female,34,Beijing,3,1,1,0,501,1768.52,132530,0
Zhang San,Male,52,Tianjin,9,1,1,0,532,31203.05,169440,1
We Po,Female,32,Beijing,6,2,0,0,703,6425.72,0,0
Yi zhi,Male,59,Beijing,1,1,1,1,817,23101.25,146324,0
Wu Zhihui,Female,33,Beijing,0,1,0,0,793,33564.82,0,0
Te Ke,Female,21,Beijing,10,1,0,0,637,33474.65,154626,0
Qi Lai,Female,31,Beijing,8,1,0,1,616,14618.77,0,0
Qiu Ba,Female,57,Beijing,4,1,0,0,771,16420.01,0,1
Zhen Shi,Male,37,Beijing,3,1,0,1,677,22551.87,108687,0
Shen De,Male,32,Beijing,4,2,1,1,615,1190.36,0,0
Yi zhi,Female,43,Beijing,7,1,1,0,648,27470.09,172166,0
Wo Shishei,Female,61,Tianjin,0,1,1,1,521,20909.47,153989,0
Xiao Jian,Male,48,Shanghai,8,1,1,1,707,22926.04,108783,1
Ba Qiu,Male,52,Beijing,1,2,0,0,741,4174.83,210621,1
Sheng Shiwu,Female,37,Beijing,6,2,1,0,817,15484.87,99717,0
Er Shazi,Male,55,Shanghai,1,1,0,1,648,34710.14,100085,0
De Daogao,Female,42,Shanghai,10,2,0,1,513,13986.85,0,0
Hao Ya,Female,25,Tianjin,2,2,1,1,816,6839.54,184937,0
Li Zhi,Male,39,Beijing,2,1,1,0,704,38142.43,137176,0
Tian Tian,Female,30,Shanghai,0,2,1,1,696,1721.37,0,0
Mao Laoren,Male,29,Beijing,5,2,1,1,695,1294.53,0,0
San Shaneshi,Male,30,Beijing,10,1,1,1,797,14271.04,85379,0
Zhang San,Female,58,Tianjin,3,3,0,1,565,25980.02,133933,1
De Daogao,Male,44,Beijing,7,1,0,1,680,13829.91,133732,0
Shuai Jile,Female,48,Beijing,2,2,1,1,667,28414.6,0,0
De Daogao,Male,31,Shanghai,1,2,1,0,635,25885.7,0,0
Wu Zhihui,Female,41,Beijing,5,2,1,1,508,18005.89,0,0
Qi Hui,Male,65,Shanghai,7,2,0,1,681,36409.14,165699,0
Qi Moamao,Male,29,Shanghai,5,2,1,0,640,27046.58,242556,0
Xue Baochai,Male,37,Beijing,8,2,1,1,481,33476.52,187334,0
Zhao Wei,Male,40,Shanghai,9,2,1,1,536,2286.62,0,0
Jia Shi,Male,59,Tianjin,9,1,1,1,565,32639.68,85029,0
Wang Qiang,Female,34,Tianjin,7,2,1,0,687,28406.26,137007,0
Di Shioing,Female,44,Shanghai,4,2,1,0,601,11197.19,0,0
Hu Bao,Female,32,Beijing,8,2,0,0,726,35387.3,0,0
Zheng Nengliang,Male,24,Tianjin,5,2,1,0,627,10859.08,126411,1
Ji Leyuan,Female,50,Beijing,9,2,0,0,640,15785.8,144605,0
Yu Laoren,Male,41,Beijing,6,1,0,1,609,21526.8,0,0
Tan Anwen,Male,39,Beijing,6,1,1,1,850,23266,119142,0
Er Shiduo,Female,24,Beijing,10,3,1,0,680,29631.28,0,1
